#SpecID                              |     RAdeg      DEdeg|      snru|      snrg|      snrr|      snri|      snrz|          RV|        e_RV|    Teff|      e_Teff|q_Teff| TeffCor|        logg|      e_logg|q_logg| loggCor|        Vt|        e_Vt|q_Vt|   Vtcorr|    [Fe/H]|    e_[Fe/H]|q_[Fe/H]|[Fe/H]Cor|  [a/Fe]|   e_[a/Fe]|    [C/Fe]|   e_[C/Fe]|q_[C/Fe]|[C/Fe]Cor|    [N/Fe]|   e_[N/Fe]|q_[N/Fe]|[N/Fe]Cor|    [O/Fe]|   e_[O/Fe]|q_[O/Fe]|[O/Fe]Cor|   [Na/Fe]|  e_[Na/Fe]|q_[Na/Fe]|[Na/Fe]Cor|   [Mg/Fe]|  e_[Mg/Fe]|q_[Mg/Fe]|[Mg/Fe]Cor|   [Al/Fe]|  e_[Al/Fe]|q_[Al/Fe]|[Al/Fe]Cor|   [Si/Fe]|  e_[Si/Fe]|q_[Si/Fe]|[Si/Fe]Cor|   [Ca/Fe]|  e_[Ca/Fe]|q_[Ca/Fe]|[Ca/Fe]Cor|   [Ti/Fe]|  e_[Ti/Fe]|q_[Ti/Fe]|[Ti/Fe]Cor|   [Cr/Fe]|  e_[Cr/Fe]|q_[Cr/Fe]|[Cr/Fe]Cor|   [Mn/Fe]|  e_[Mn/Fe]|q_[Mn/Fe]|[Mn/Fe]Cor|   [Co/Fe]|  e_[Co/Fe]|q_[Co/Fe]|[Co/Fe]Cor|   [Ni/Fe]|  e_[Ni/Fe]|q_[Ni/Fe]|[Ni/Fe]Cor|   [Cu/Fe]|   e_[Cu/Fe]|q_[Cu/Fe]|[Cu/Fe]Cor|   [Ba/Fe]|   e_[Ba/Fe]|q_[Ba/Fe]|[Ba/Fe]Cor|        Chi2|       Chi2R|q_Chi2|      Chi2Na|     Chi2RNa|q_Chi2Na|   dSNRPlx|Mult|Uq|Name           |SubClass  |Filename
20121123-VB007N33V1-04-196          |  6.924773  33.597458|4.07|43.880001|88.07|105.989998|92.290001|-24.0703|3.54954|4757.96|29.5574|1.0|0.923786|3.16317|0.0678329|1.0|0.862985|1.05015|0.05548|1.0|0.632474|0.17412|0.03011|1.0|0.935971|-0.01083|0.01657|-0.19786|0.02227|1.0|0.861813|0.08804|0.04714|1.0|0.8893|-0.14993|0.06173|1.0|0.872688|  -0.02861|0.06443|1.0|0.60749|   0.03297|0.03049|1.0|0.770547|   0.19768|0.09564|1.0|0.647391|-0.00178|0.05193|1.0|0.757692|-0.06496|0.02577|1.0|0.88556|   0.03406|0.03806|1.0|0.728612|   0.05268|0.03681|1.0|0.826383|   0.10560|0.04968|1.0|0.920428|0.05943|0.04834|1.0|0.843666|0.12985|0.03163|1.0|0.707876|       ---|999.0|0.0|0.400281|   0.13802|0.16914|1.0|0.672058|0.793262|1.60043|good|1.46685|0.0521364|good|0.0|YES|1.0|S0065529+333550|G5        |spec-56255-VB007N33V1_sp04-196.fits.gz
20121124-VB018N47V1-07-103          | 19.943033  45.655174|4.26|35.169998|72.129997|53.549999|44.369999|-17.0492|4.52087|4628.47|37.3515|1.0|0.90725|2.81773|0.0950675|1.0|0.864355|1.89976|0.09326|1.0|0.750885|-0.39133|0.03863|1.0|0.934954|0.03975|0.02233|-0.11353|0.03042|1.0|0.841916|0.17954|0.06703|1.0|0.878541|0.24788|0.094|1.0|0.83001|  -0.19893|0.09393|1.0|0.336237|  -0.02413|0.04824|1.0|0.259217|   0.09224|0.11122|1.0|0.398413|-0.191|0.06778|1.0|0.489085|0.02142|0.03328|1.0|0.893259|   0.24687|0.04688|1.0|0.570992|   0.04215|0.05324|1.0|0.678192|   0.02607|0.07578|1.0|0.767291|-0.03239|0.06598|1.0|0.648982|0.11822|0.04308|1.0|0.768312|       ---|999.0|0.0|0.448609|   0.82907|0.20552|1.0|0.579132|0.856741|2.81223|good|1.78777|0.612543|good|0.0|YES|1.0|S0195634+453918|G5        |spec-56256-VB018N47V1_sp07-103.fits.gz
20121125-GAC089N38V3-15-188         | 88.935229  39.148538|2.6|35.07|103.639999|159.080002|139.630005|-0.449689|4.64079|4415.34|25.4497|1.0|0.901035|1.68312|0.0652176|1.0|0.727173|1.61549|0.06713|1.0|0.747109|-0.54196|0.03218|1.0|0.955973|0.07855|0.01654|-0.19936|0.0234|1.0|0.766741|0.40834|0.04765|1.0|0.838514|0.27989|0.07576|1.0|0.803451|   0.41662|0.05972|1.0|0.76054|   0.06493|0.04108|1.0|0.549508|   0.41426|0.06953|1.0|0.544453|0.24538|0.04872|1.0|0.66397|0.02006|0.02352|1.0|0.892265|   0.13087|0.03466|1.0|0.613661|  -0.08647|0.04592|1.0|0.693765|  -0.36865|0.07712|1.0|0.715672|-0.03172|0.0454|1.0|0.75858|0.06532|0.02955|1.0|0.703559|       ---|999.0|0.0|0.453682|   0.91416|0.13109|1.0|0.667612|0.873142|2.78934|good|4.1179|2.84612|good|0.0|YES|1.0|S0885606+390854|G5        |spec-56257-GAC089N38V3_sp15-188.fits.gz
20121126-GAC105N15V1-07-147         |106.948670  14.050433|1.04|23.139999|71.739998|111.239998|93.629997|41.4193|3.12983|4162.4|29.5384|1.0|0.897071|1.28107|0.0759262|1.0|0.656746|1.88083|0.08897|1.0|0.725786|-0.53887|0.03996|1.0|0.9573|-0.00211|0.02078|-0.19069|0.02519|1.0|0.811142|0.29795|0.05411|1.0|0.842953|0.02883|0.07667|1.0|0.847109|   0.30912|0.07272|1.0|0.706087|       ---|999.0|0.0|0.502309|   0.24767|0.08936|1.0|0.616318|0.09657|0.06599|1.0|0.646287|-0.04863|0.02754|1.0|0.878767|   0.11449|0.04692|1.0|0.597857|  -0.10293|0.05393|1.0|0.745653|  -0.32535|0.09678|1.0|0.775484|0.16418|0.05726|1.0|0.748294|0.09876|0.03861|1.0|0.707566|       ---|999.0|0.0|0.345564|   0.40635|0.22101|1.0|0.527295|0.611936|1.85199|good|1.15718|0.455035|good|0.0|YES|1.0|S1065655+140301|G5        |spec-56258-GAC105N15V1_sp07-147.fits.gz
20121126-HD094623N014708B01-04-059  |147.031506   2.146176|15.33|80.120003|146.979996|178.880005|143.429993|15.1995|4.10116|5460.03|21.5067|1.0|0.934222|4.475|0.0430937|1.0|0.90542|1.28626|0.10614|1.0|0.73269|-0.18793|0.03148|1.0|0.955036|0.04196|0.01291|-0.07798|0.01928|1.0|0.908939|-0.113|0.04693|1.0|0.876308|0.16898|0.08427|1.0|0.763279|  -0.22306|0.06387|1.0|0.73035|   0.06748|0.02156|1.0|0.844476|   0.00079|0.0469|1.0|0.806933|-0.09267|0.04289|1.0|0.855388|0.06856|0.02194|1.0|0.954213|   0.01182|0.02855|1.0|0.834527|  -0.01306|0.03172|1.0|0.899664|  -0.09580|0.03914|1.0|0.928583|-0.12855|0.04935|1.0|0.85891|-0.07596|0.02221|1.0|0.898589|  -0.51775|0.26729|1.0|0.578205|   0.22324|0.12285|1.0|0.896688|0.482075|-1.00415|good|0.287498|-0.975102|good|-1.8607|YES|1.0|S1470153+020846|G5        |spec-56258-HD094623N014708B01_sp04-059.fits.gz
20121203-EG012217N184057B01-02-123  | 19.660652  16.593581|22.559999|90.169998|121.110001|147.669998|104.419998|-9.55139|3.4686|5482.55|20.6138|1.0|0.937902|4.45417|0.0407589|1.0|0.900609|1.07701|0.07969|1.0|0.628736|0.12764|0.02834|1.0|0.934355|0.02014|0.01207|-0.16016|0.01763|1.0|0.853848|0.03413|0.03903|1.0|0.892431|0.08352|0.0706|1.0|0.702955|  -0.16792|0.05683|1.0|0.751546|   0.07421|0.01885|1.0|0.86236|  -0.06011|0.04821|1.0|0.85695|-0.04898|0.03672|1.0|0.883045|0.01181|0.02124|1.0|0.936089|  -0.05513|0.03021|1.0|0.838648|   0.00196|0.02864|1.0|0.903269|   0.06115|0.03066|1.0|0.953551|-0.15146|0.03995|1.0|0.867533|-0.00098|0.0195|1.0|0.849069|  -0.04652|0.21325|1.0|0.731087|  -0.33067|0.17321|1.0|0.840291|0.782797|-0.271758|good|1.75774|-0.188516|good|0.29736|YES|1.0|S0193938+163536|G7        |spec-56265-EG012217N184057B01_sp02-123.fits.gz
20121203-GAC111S00V3-05-247         |111.053330  -1.600266|6.3|92.239998|143.210007|157.949997|141.720001|74.4295|4.13114|5175.25|28.3717|1.0|0.935402|2.91107|0.0675566|1.0|0.870615|1.24285|0.07189|1.0|0.718238|-0.19426|0.02567|1.0|0.937591|0.0211|0.01642|-0.22308|0.02054|1.0|0.804636|0.31586|0.05413|1.0|0.870711|0.01875|0.07127|1.0|0.633123|   0.44039|0.06602|1.0|0.763096|  -0.02309|0.02998|1.0|0.691305|   0.04390|0.09403|1.0|0.568787|0.03229|0.05083|1.0|0.819467|0.07697|0.02965|1.0|0.932045|   0.00364|0.03054|1.0|0.743891|   0.03366|0.04326|1.0|0.79562|   0.07121|0.04967|1.0|0.870523|-0.116|0.04468|1.0|0.832572|-0.02993|0.02295|1.0|0.747615|   0.30282|0.21266|1.0|0.602475|   0.50085|0.11571|1.0|0.844591|0.929857|0.919591|good|6.43544|0.873756|good|0.0|YES|1.0|S1110311-013600|G5        |spec-56265-GAC111S00V3_sp05-247.fits.gz
20121204-GAC080N32V1-09-162         | 80.779832  33.547577|13.4|81.790001|178.529999|210.559998|148.399994|-14.8697|3.39965|5231.7|21.5667|1.0|0.928081|4.22024|0.0403003|1.0|0.906433|0.88241|0.07621|1.0|0.457135|0.16428|0.02609|1.0|0.917719|0.04912|0.01092|-0.20311|0.01674|1.0|0.826612|0.17068|0.03613|1.0|0.858212|0.01091|0.0579|1.0|0.777016|   0.13939|0.03347|1.0|0.868|   0.13922|0.0177|1.0|0.847365|  -0.23970|0.0445|1.0|0.730739|0.12143|0.0285|1.0|0.869101|-0.00073|0.01984|1.0|0.902517|  -0.12693|0.02654|1.0|0.772671|   0.00241|0.02556|1.0|0.87229|   0.05791|0.03085|1.0|0.942423|-0.12956|0.03477|1.0|0.845046|0.09007|0.01875|1.0|0.740503|   0.01910|0.17597|1.0|0.611415|  -0.16847|0.13089|1.0|0.756037|2.22663|3.91729|good|2.52553|0.214918|good|-1.23081|YES|1.0|S0804647+333251|G8        |spec-56266-GAC080N32V1_sp09-162.fits.gz
20121204-M31007N41B1-09-052         |  8.663830  42.476222|1.4|24.379999|63.029999|79.190002|56.009998|-12.8101|3.42963|4812.98|34.7766|1.0|0.911526|4.76962|0.0614744|1.0|0.871865|1.65593|0.15208|1.0|0.607125|-0.16888|0.04315|1.0|0.947487|0.09446|0.02072|-0.14772|0.02725|1.0|0.889327|0.14122|0.09655|1.0|0.807309|0.18212|0.09943|1.0|0.789816|  -0.04186|0.06568|1.0|0.663888|   0.06595|0.03631|1.0|0.764641|   0.11552|0.08985|1.0|0.575281|0.01118|0.08172|1.0|0.676482|0.12926|0.03149|1.0|0.858783|   0.09199|0.04926|1.0|0.702|  -0.01305|0.0409|1.0|0.839205|  -0.11934|0.07615|1.0|0.914084|-0.00019|0.08457|1.0|0.776127|-0.0216|0.03993|1.0|0.803852|       ---|999.0|0.0|0.361796|   0.22448|0.27084|1.0|0.654722|0.56943|-0.0115004|good|1.06099|0.420493|good|0.04743|YES|1.0|S0083949+422834|K4        |spec-56266-M31007N41B1_sp09-052.fits.gz
20121205-GAC113N26V2-15-062         |112.964270  27.695808|15.46|70.949997|116.610001|134.800003|101.330002|11.2302|4.85964|5565.84|22.1621|1.0|0.955748|4.29619|0.0478081|1.0|0.918434|1.00486|0.146|1.0|0.503028|-0.2411|0.03647|1.0|0.947538|0.13968|0.01533|0.02824|0.02438|1.0|0.884434|-0.10177|0.05386|1.0|0.805331|0.11309|0.08983|1.0|0.617828|  -0.13163|0.07396|1.0|0.702994|   0.20774|0.02494|1.0|0.80529|   0.20453|0.05131|1.0|0.759121|0.02195|0.04828|1.0|0.818183|0.12743|0.02843|1.0|0.923087|   0.09501|0.03195|1.0|0.777411|   0.00506|0.03775|1.0|0.847745|  -0.08673|0.04575|1.0|0.89997|-0.06113|0.05787|1.0|0.814669|-0.00308|0.02802|1.0|0.847791|   0.42442|0.26414|1.0|0.66837|   0.08295|0.1728|1.0|0.826731|0.787403|0.728831|good|0.715327|-0.54974|good|0.46002|YES|1.0|S1125751+274144|G4        |spec-56267-GAC113N26V2_sp15-062.fits.gz
20121221-GAC120N18V2-04-070         |120.312570  18.539219|2.87|36.18|76.239998|104.82|88.650002|50.4791|4.88062|4698.89|36.2049|1.0|0.91564|2.56827|0.0924364|1.0|0.863716|1.36877|0.09037|1.0|0.75487|-0.27276|0.03712|1.0|0.953906|0.0777|0.02263|-0.11039|0.03078|1.0|0.883959|0.28826|0.05718|1.0|0.890893|0.09053|0.08517|1.0|0.852561|   0.32071|0.10232|1.0|0.649159|   0.11119|0.05625|1.0|0.603274|   0.10186|0.12449|1.0|0.484014|0.10895|0.07039|1.0|0.726141|0.02722|0.03158|1.0|0.92148|   0.15595|0.04816|1.0|0.643794|   0.10056|0.05783|1.0|0.73816|  -0.01573|0.08345|1.0|0.843404|0.11668|0.06286|1.0|0.782008|0.12344|0.03968|1.0|0.748548|       ---|999.0|0.0|0.367654|   0.46957|0.21062|1.0|0.660223|0.59997|1.66113|good|0.37701|-0.674058|good|0.0|YES|1.0|S1201845+183221|G5        |spec-56283-GAC120N18V2_sp04-070.fits.gz
20121223-GAC122S06V3-10-184         |120.527680  -7.584312|0.99|26.360001|48.130001|83.139999|72.260002|8.24129|3.89131|4293.75|34.2279|1.0|0.8927|1.79304|0.0907629|1.0|0.737145|1.51067|0.06353|1.0|0.798534|-0.21288|0.03982|1.0|0.958386|0.00425|0.02412|-0.17291|0.02752|1.0|0.85508|0.35158|0.06364|1.0|0.84185|0.15148|0.08216|1.0|0.862162|   0.00131|0.11683|1.0|0.53912|  -0.11918|0.05838|1.0|0.523881|   0.24452|0.1252|1.0|0.530571|0.11037|0.08309|1.0|0.653167|-0.0157|0.03273|1.0|0.888396|   0.11798|0.05368|1.0|0.653261|   0.12071|0.05553|1.0|0.789119|  -0.10518|0.0926|1.0|0.860915|0.08007|0.06379|1.0|0.773665|0.04439|0.04217|1.0|0.74483|       ---|999.0|0.0|0.278327|   0.52687|0.23769|1.0|0.571836|0.411312|0.982608|good|0.577276|-0.348636|good|0.0|YES|1.0|S1203139-073503|G5        |spec-56285-GAC122S06V3_sp10-184.fits.gz
20121225-GAC101N22V4-03-111         |100.579860  22.796484|15.6|72.809998|109.360001|137.830002|112.349998|68.0589|3.33069|4864.2|27.0069|1.0|0.916621|2.6112|0.0648934|1.0|0.856481|1.39816|0.04561|1.0|0.743578|-0.06472|0.02807|1.0|0.947368|-0.01537|0.01457|-0.28232|0.01934|1.0|0.823429|0.32365|0.04837|1.0|0.86888|-0.0836|0.058|1.0|0.811787|   0.28222|0.0808|1.0|0.662529|  -0.00505|0.03243|1.0|0.575454|  -0.11284|0.09204|1.0|0.395225|0.06149|0.04375|1.0|0.721731|-0.0689|0.0216|1.0|0.913726|   0.04392|0.03025|1.0|0.639723|   0.11462|0.03648|1.0|0.767144|   0.14898|0.0444|1.0|0.863503|-0.06438|0.04148|1.0|0.791768|0.03933|0.02588|1.0|0.74172|   0.04402|0.26961|1.0|0.549198|   0.59574|0.12864|1.0|0.6737|0.552048|0.370448|good|0.73628|-0.714783|good|0.0|YES|1.0|S1003447+224747|G5        |spec-56287-GAC101N22V4_sp03-111.fits.gz
20121230-GAC089N16V1-09-205         | 90.177517  16.795337|2.69|42.52|129.639999|193.979996|171.679993|52.5087|4.11915|4537.54|21.4331|1.0|0.910031|2.03866|0.0541535|1.0|0.770826|1.58199|0.04036|1.0|0.685954|-0.28584|0.02407|1.0|0.947253|-0.02488|0.0141|-0.32791|0.01767|1.0|0.769898|0.30458|0.0401|1.0|0.858958|-0.07191|0.05726|1.0|0.814806|   0.43339|0.04217|1.0|0.803451|  -0.01830|0.0346|1.0|0.646401|   0.09358|0.06812|1.0|0.527591|0.0414|0.04431|1.0|0.71532|-0.02565|0.0193|1.0|0.900377|  -0.06190|0.03156|1.0|0.649815|  -0.02419|0.04024|1.0|0.77818|  -0.12808|0.05866|1.0|0.86545|-0.14857|0.03794|1.0|0.807552|-0.00124|0.02098|1.0|0.693883|       ---|999.0|0.0|0.413928|   0.65717|0.11765|1.0|0.725449|1.43918|4.97835|good|4.62198|2.44268|good|0.0|YES|1.0|S0901039+164743|G5        |spec-56292-GAC089N16V1_sp09-205.fits.gz
20121231-VB043N31V1-02-149          | 41.921864  29.953192|5.7|61.139999|90.199997|119.220001|102.220001|0.290799|3.62149|4813.61|29.5893|1.0|0.924532|2.99074|0.068293|1.0|0.902133|1.1604|0.06131|1.0|0.733856|-0.05757|0.02906|1.0|0.952251|0.04273|0.01729|-0.1854|0.02317|1.0|0.885657|0.16814|0.0527|1.0|0.918232|-0.04527|0.07192|1.0|0.86825|   0.01183|0.06542|1.0|0.612282|   0.03769|0.03495|1.0|0.716493|   0.18083|0.10107|1.0|0.622298|0.12495|0.05303|1.0|0.755918|0.01877|0.0265|1.0|0.927712|   0.05483|0.03661|1.0|0.708453|   0.01385|0.04062|1.0|0.785941|   0.07328|0.05055|1.0|0.913004|-0.03607|0.04818|1.0|0.824107|0.03167|0.02769|1.0|0.752872|       ---|999.0|0.0|0.533699|  -0.09468|0.16877|1.0|0.632787|0.458487|0.360238|good|0.431239|-0.790352|good|0.0|YES|1.0|S0415518+295711|G5        |spec-56293-VB043N31V1_sp02-149.fits.gz
20130102-GAC102N27V3-15-151         |101.755730  28.545109|7.75|82.089996|186.539993|263.25|213.679993|4.14913|3.00992|4623.91|20.3524|1.0|0.92386|2.39966|0.0477652|1.0|0.855666|1.36148|0.03388|1.0|0.747931|0.03371|0.02187|1.0|0.956048|0.01807|0.01138|-0.23677|0.01588|1.0|0.853352|0.12971|0.0354|1.0|0.90427|0.01013|0.05097|1.0|0.870659|  -0.00641|0.05037|1.0|0.503411|  -0.00418|0.02488|1.0|0.624437|   0.00577|0.06536|1.0|0.544134|0.09048|0.03552|1.0|0.690585|-0.05145|0.0173|1.0|0.914368|   0.12510|0.02254|1.0|0.668997|   0.09935|0.02827|1.0|0.782487|   0.11129|0.03413|1.0|0.885338|0.00214|0.02954|1.0|0.792323|0.06038|0.01953|1.0|0.744918|       ---|999.0|0.0|0.440408|   0.24990|0.10901|1.0|0.589894|1.12116|1.1553|good|7.00249|1.13254|good|0.0|YES|1.0|S1014520+283242|G5        |spec-56295-GAC102N27V3_sp15-151.fits.gz
20130103-GAC096N02V2-04-102         | 97.029890   2.608578|4.87|67.5|178.520004|265.220001|237.529999|21.1594|4.14013|4650.68|21.2253|1.0|0.909013|2.48362|0.0551334|1.0|0.845174|1.3616|0.04898|1.0|0.678151|-0.43074|0.02313|1.0|0.935802|0.22493|0.01157|-0.05684|0.01751|1.0|0.861881|0.11022|0.03208|1.0|0.85997|0.21495|0.05219|1.0|0.771959|   0.09550|0.05673|1.0|0.506389|   0.35196|0.02628|1.0|0.584949|   0.17716|0.05671|1.0|0.550163|0.20124|0.03632|1.0|0.618279|0.17231|0.01642|1.0|0.895685|   0.24381|0.0254|1.0|0.574105|   0.02219|0.03413|1.0|0.650944|  -0.25116|0.05279|1.0|0.720027|0.03252|0.03561|1.0|0.668994|0.05924|0.01841|1.0|0.68371|       ---|999.0|0.0|0.336184|  -0.00952|0.1299|1.0|0.583277|1.0824|2.29261|good|0.677729|-0.692613|good|0.0|YES|1.0|S0970147+023630|G5        |spec-56296-GAC096N02V2_sp04-102.fits.gz
20130105-HD082137N335612F01-14-133  |123.319756  34.914548|1.14|23.92|54.91|73.849998|48.43|43.269|3.96026|4875.23|43.1193|1.0|0.938029|3.83211|0.0878081|1.0|0.833571|0.94542|0.08756|1.0|0.46869|0.2382|0.03966|1.0|0.911343|0.03073|0.02433|-0.1743|0.03205|1.0|0.862054|0.16443|0.07459|1.0|0.864108|-0.18975|0.08726|1.0|0.858153|   0.08236|0.11322|1.0|0.683115|   0.09882|0.04037|1.0|0.79548|   0.02155|0.10537|1.0|0.692441|0.07343|0.07718|1.0|0.746254|-0.05933|0.04105|1.0|0.875759|   0.04505|0.05644|1.0|0.653918|   0.04057|0.04908|1.0|0.802381|   0.09862|0.08529|1.0|0.909802|0.02717|0.07443|1.0|0.799985|0.14592|0.04722|1.0|0.708183|   1.53625|0.42814|1.0|0.438734|  -0.45884|0.37623|1.0|0.539165|0.761519|2.18784|good|0.298161|-0.592138|good|-0.28147|YES|1.0|S1231911+345452|G5        |spec-56298-HD082137N335612F01_sp14-133.fits.gz
20130109-GAC085N31B1-09-196         | 86.430807  32.008589|2.57|36.200001|95.400002|121.279999|88.900002|18.1614|4.08018|4879.28|28.9156|1.0|0.929782|4.59332|0.0540732|1.0|0.887287|1.31847|0.14281|1.0|0.461019|-0.3484|0.03795|1.0|0.941786|0.1539|0.01629|-0.11498|0.02314|1.0|0.894194|-0.0289|0.06432|1.0|0.729207|0.20636|0.07453|1.0|0.797479|  -0.01690|0.04804|1.0|0.624006|   0.18688|0.02792|1.0|0.752239|   0.14993|0.06677|1.0|0.544932|0.07124|0.05916|1.0|0.667463|0.15757|0.02629|1.0|0.868866|   0.12205|0.03642|1.0|0.683567|   0.00373|0.03373|1.0|0.814147|  -0.18141|0.05922|1.0|0.905342|-0.04091|0.06498|1.0|0.737698|-0.06276|0.0301|1.0|0.744058|       ---|999.0|0.0|0.465744|  -0.07682|0.23351|1.0|0.529438|0.520074|-0.525322|good|0.98409|0.343237|good|-0.05722|YES|1.0|S0862550+320030|K3        |spec-56302-GAC085N31B1_sp09-196.fits.gz
20130111-HD104231N181311F01-15-137  |160.770083  19.437159|8.36|63.93|115.25|148.240005|101.190002|-4.7607|4.70974|5439.21|23.7751|1.0|0.92218|4.47932|0.0472054|1.0|0.885963|1.27115|0.13153|1.0|0.613561|-0.23271|0.03696|1.0|0.945097|0.11214|0.01547|-0.05346|0.0236|1.0|0.823339|-0.05212|0.06468|1.0|0.798136|0.39217|0.08895|1.0|0.656738|  -0.36437|0.07023|1.0|0.602003|   0.19780|0.0248|1.0|0.791399|   0.01576|0.05677|1.0|0.769117|0.01872|0.04937|1.0|0.812978|0.10224|0.02818|1.0|0.93284|   0.01203|0.03364|1.0|0.783306|   0.02305|0.03615|1.0|0.849854|  -0.00915|0.04513|1.0|0.91802|-0.01886|0.05745|1.0|0.832804|-0.02955|0.02673|1.0|0.856906|  -1.01116|0.22283|1.0|0.289043|   0.10248|0.17239|1.0|0.817325|0.751428|0.622298|good|1.19647|-0.0579895|good|1.63476|YES|1.0|S1604612+192613|G6        |spec-56304-HD104231N181311F01_sp15-137.fits.gz
20130116-GAC088N20V2-13-229         | 90.384089  20.710176|6.7|52.73|54.889999|62.040001|44.91|7.87855|7.03013|5454.79|32.0341|1.0|0.916385|4.44374|0.0607544|1.0|0.886252|1.05076|0.1677|1.0|0.4175|-0.28251|0.04739|1.0|0.930053|0.10948|0.02016|-0.0179|0.03039|1.0|0.708402|0.05668|0.08581|1.0|0.722023|0.59058|0.09256|1.0|0.571857|  -0.02776|0.08249|1.0|0.668902|   0.17503|0.0313|1.0|0.673166|  -0.05725|0.08843|1.0|0.746572|-0.08488|0.07067|1.0|0.685025|0.16547|0.03922|1.0|0.896035|   0.00036|0.04117|1.0|0.683302|   0.03759|0.03931|1.0|0.766293|  -0.02886|0.0563|1.0|0.8504|-0.00927|0.0753|1.0|0.757513|0.00291|0.03593|1.0|0.783159|   0.53725|0.27854|1.0|0.547359|   0.28862|0.20042|1.0|0.751611|0.581532|0.0998892|good|0.796254|-0.296512|good|1.72233|YES|1.0|S0902302+204236|G7        |spec-56309-GAC088N20V2_sp13-229.fits.gz
20130117-GAC078N51V3-03-232         | 76.483351  50.907576|2.8|27.530001|65.690002|121.610001|115.150002|23.099|4.50888|4948.91|38.4475|1.0|0.896619|2.10154|0.0893055|1.0|0.71538|1.71233|0.08251|1.0|0.719994|-0.31352|0.03976|1.0|0.917238|0.02332|0.02268|-0.34222|0.02996|1.0|0.754085|0.28683|0.06395|1.0|0.826879|-0.03361|0.09735|1.0|0.632097|   0.44656|0.11221|1.0|0.763462|  -0.05283|0.05471|1.0|0.695759|  -0.07419|0.12161|1.0|0.323997|0.03641|0.07046|1.0|0.800391|0.05555|0.03015|1.0|0.911636|  -0.01767|0.05695|1.0|0.725041|   0.02466|0.07816|1.0|0.790234|   0.03706|0.09587|1.0|0.835351|-0.23006|0.06963|1.0|0.831716|-0.06239|0.03928|1.0|0.712922|       ---|999.0|0.0|0.595751|   1.11212|0.18324|1.0|0.835121|0.431186|1.05281|good|1.74023|0.901985|good|0.0|YES|1.0|S0762900+505427|G5        |spec-56310-GAC078N51V3_sp03-232.fits.gz
20130123-GAC118N03V3-16-128         |117.368550   5.303729|12.82|145.149994|288.190002|399.450012|333.950012|24.2892|3.43862|4655.73|19.2679|1.0|0.917528|2.31143|0.0466449|1.0|0.835667|1.39481|0.02649|1.0|0.774738|-0.0432|0.01941|1.0|0.957671|-0.01064|0.00928|-0.24917|0.01412|1.0|0.82789|0.41116|0.03634|1.0|0.840647|0.05993|0.04325|1.0|0.855751|   0.24775|0.04995|1.0|0.657533|  -0.11493|0.01967|1.0|0.552355|  -0.01596|0.05541|1.0|0.360889|-0.05699|0.03051|1.0|0.681226|-0.01204|0.01466|1.0|0.925525|   0.08794|0.01739|1.0|0.64318|   0.13616|0.02426|1.0|0.796483|   0.14850|0.02405|1.0|0.868354|-0.04693|0.02467|1.0|0.798153|-0.02302|0.01608|1.0|0.743937|       ---|999.0|0.0|0.446886|   0.92734|0.06985|1.0|0.691871|5.25918|3.83544|good|8.27551|-0.067533|good|0.0|YES|1.0|S1172206+051813|G5        |spec-56316-GAC118N03V3_sp16-128.fits.gz
20130128-HD133738N334417B01-07-031  |204.969921  31.919175|2.31|27.059999|69.870003|84.93|65.529999|-8.64901|3.74141|4985.36|32.6783|1.0|0.956746|4.57639|0.0597456|1.0|0.907963|1.59252|0.10434|1.0|0.729972|-0.06795|0.03986|1.0|0.973425|0.0758|0.01868|-0.14568|0.02659|1.0|0.903885|0.09274|0.0859|1.0|0.888527|0.16435|0.09636|1.0|0.852172|  -0.21040|0.05779|1.0|0.768053|   0.08025|0.03037|1.0|0.934852|  -0.05676|0.08973|1.0|0.852163|-0.0096|0.0753|1.0|0.88948|0.09865|0.02859|1.0|0.915798|   0.02942|0.05119|1.0|0.855417|   0.04797|0.04044|1.0|0.933784|  -0.08055|0.0734|1.0|0.969318|-0.03454|0.07789|1.0|0.918544|-0.00119|0.04091|1.0|0.86446|   0.34423|0.35342|1.0|0.643608|  -0.08461|0.28805|1.0|0.829388|0.560094|0.249661|good|1.181|0.946806|good|-0.43656|YES|1.0|S2045811+315508|K3        |spec-56321-HD133738N334417B01_sp07-031.fits.gz
